#duplicate files:
#duplicate species:
#2 Anophryoides haemophila, Strain AH6
MMETSP1177.nt	OCHROMONAS SP, STRAIN CCMP1899	2985
MMETSP1178.nt	UNID SP, STRAIN CCMP2000	33656
MMETSP1180.nt	CHLAMYDOMONAS CF SP, STRAIN CCMP681	3052
MMETSP1309.nt	GENUS NOV. SPECIES NOV., STRAIN RCC998	464262
MMETSP1310.nt	GENUS NOV. SPECIES NOV., STRAIN RCC2339	464262
MMETSP1311.nt	GENUS NOV. SPECIES NOV., STRAIN RCC856	464262
MMETSP1312.nt	GENUS NOV. SPECIES NOV., STRAIN RCC2335	464262
MMETSP1315.nt	PRASINODERMA SINGULARIS, STRAIN RCC927	676789
MMETSP1316.nt	PYCNOCOCCUS PROVASOLII, STRAIN RCC2336	41880
MMETSP1317.nt	UNDESCRIBED UNDESCRIBED, STRAIN UNDESCRIBED	187299
MMETSP1318.nt	PARTENSKYELLA GLOSSOPODIA, STRAIN RCC365	552666
MMETSP1319.nt	BOLIDOMONAS PACIFICA, STRAIN RCC208	172717
MMETSP1320.nt	BOLIDOMONAS SP., STRAIN RCC2347	91990
MMETSP1321.nt	BOLIDOMONAS SP., STRAIN RCC1657	91990
MMETSP1322.nt	MINUTOCELLUS POLYMORPHUS, STRAIN RCC2270	265543
MMETSP1323.nt	FLORENCIELLA PARVULA, STRAIN RCC1693	236787
MMETSP1324.nt	FLORENCIELLA SP., STRAIN RCC1587	236786
MMETSP1325.nt	FLORENCIELLA SP., STRAIN RCC1007	236786
MMETSP1326.nt	GENUS NOV. SPECIES NOV., STRAIN RCC2288	1155430
MMETSP1327.nt	MICROMONAS PUSILLA, STRAIN RCC2306	38833
MMETSP1328.nt	PELAGOMONAS CALCEOLATA, STRAIN RCC969	35677
MMETSP1329.nt	GENUS NOV. SPECIES NOV., STRAIN RCC1024	114041
MMETSP1330.nt	PICOCHLORUM SP., STRAIN RCC944	464278
MMETSP1333.nt	SCYPHOSPHAERA APSTEINII, STRAIN RCC1455	418940
MMETSP1334.nt	CALCIDISCUS LEPTOPORUS, STRAIN RCC1130	127549
MMETSP1335.nt	CHRYSOCULTER RHOMBOIDEUS, STRAIN RCC1486	259385
MMETSP1336.nt	CHAETOCEROS CF. NEOGRACILE, STRAIN RCC1993	240364
MMETSP1338.nt	PELAGODINIUM BEII, STRAIN RCC1491	43686
MMETSP1339.nt	FIBROCAPSA JAPONICA	94617
MMETSP1344.nt	FLORENCIELLA PARVULA, STRAIN CCMP2471	236787
MMETSP1345.nt	FABREA FABREA SALINA	342563
MMETSP1352.nt	STAURONEIS CONSTRICTA, STRAIN CCMP1120	265584
MMETSP1353.nt	ERYTHROLOBUS AUSTRALICUS, STRAIN CCMP3124	1077150
MMETSP1354.nt	ERYTHROLOBUS MADAGASCARENSIS, STRAIN CCMP3276	708628
MMETSP1355.nt	HEMISELMIS TEPIDA, STRAIN CCMP443	464990
MMETSP1356.nt	HEMISELMIS VIRESCENS, STRAIN PCC157	77927
MMETSP1357.nt	HEMISELMIS RUFESCENS, STRAIN PCC563	77926
MMETSP1358.nt	BIGELOWIELLA NATANS, STRAIN CCMP1242	227086
MMETSP1359.nt	BIGELOWIELLA LONGIFILA, STRAIN CCMP242	552665
MMETSP1360.nt	LICMOPHORA PARADOXA, STRAIN CCMP2313	515479
MMETSP1361.nt	STAUROSIRA COMPLEX SP., STRAIN CCMP2646	210615
MMETSP1362.nt	LEPTOCYLINDRUS DANICUS, STRAIN CCMP1856	163516
MMETSP1374.nt	SYMBIODINIUM SP., STRAIN CLADEA	993574
MMETSP1377.nt	SYMBIODINIUM SP., STRAIN D1A	462645
MMETSP1380.nt	EUPLOTES CRASSUS, STRAIN CT5	5936
MMETSP1384.nt	AMMONIA SP.	29189
MMETSP1385.nt	ELPHIDIUM MARGARITACEUM	933848
MMETSP1391.nt	CHLAMYDOMONAS LEIOSTRACA, STRAIN SAG 11-49	1034604
MMETSP1392.nt	CHLAMYDOMONAS CHLAMYDOGAMA, STRAIN SAG 11-48B	225041
MMETSP1393.nt	MICROMONAS SP, STRAIN CS-222	38833
MMETSP1394.nt	ASTERIONELLOPSIS GLACIALIS, STRAIN CCMP1581	33640
MMETSP1395.nt	BLEPHARISMA JAPONICUM, STRAIN STOCK R1072	5961
MMETSP1396.nt	PSEUDOKERONOPSIS SP., STRAIN BRAZIL	1634380
MMETSP1397.nt	CLIMACOSTOMUM CLIMACOSTOMUM VIRENS, STRAIN STOCK W-24	49980
MMETSP1399.nt	BATHYCOCCUS PRASINOS, STRAIN CCMP1898	41875
MMETSP1400.nt	MICROMONAS SP., STRAIN RCC451	38833
MMETSP1401.nt	MICROMONAS PUSILLA, STRAIN CCAC1681	38833
MMETSP1402.nt	MICROMONAS PUSILLA, STRAIN RCC1614	38833
MMETSP1403.nt	MICROMONAS PUSILLA, STRAIN CCMP1723 	38833
MMETSP1404.nt	MICROMONAS PUSILLA, STRAIN CCMP494	38833
MMETSP1423.nt	PSEUDO-NITZSCHIA HEIMII, STRAIN UNC1101	476441
MMETSP1428.nt	SKELETONEMA MARINOI, STRAIN UNC1201	267567
MMETSP1429.nt	CHAETOCEROS  SP., STRAIN UNC1202	49237
MMETSP1432.nt	PSEUDO-NITZSCHIA DELICATISSIMA, STRAIN UNC1205	44447
MMETSP1433.nt	UNDESCRIBED UNDESCRIBED, STRAIN NY07348D	96639
MMETSP1434.nt	MINUTOCELLUS POLYMORPHUS, STRAIN CCMP3303	265543
MMETSP1435.nt	CHAETOCEROS BREVIS, STRAIN CCMP164	426625
MMETSP1436.nt	ALEXANDRIUM ANDERSONII, STRAIN CCMP2222	327968
MMETSP1437.nt	EUCAMPIA ANTARCTICA, STRAIN CCMP1452	49252
MMETSP1438.nt	PTEROSPERMA SP., STRAIN CCMP1384	1461541
MMETSP1439.nt	GONYAULAX SPINIFERA, STRAIN CCMP409	66791
MMETSP1440.nt	POLARELLA GLACIALIS, STRAIN CCMP2088	89957
MMETSP1441.nt	HETEROCAPSA ARCTICA, STRAIN CCMP445	192219
MMETSP1442.nt	CRASPEDOSTAUROS AUSTRALIS, STRAIN CCMP3328	1486917
MMETSP1443.nt	ENTOMONEIS SP., STRAIN CCMP2396	186043
MMETSP1444.nt	PHAEOCYSTIS ANTARCTICA, STRAIN CCMP1374	33657
MMETSP1445.nt	PYRAMIMONAS SP., STRAIN CCMP2087	36898
MMETSP1446.nt	UNIDENTIFIED SP, STRAIN CCMP2111	1461542
MMETSP1447.nt	CHAETOCEROS DICHAETA, STRAIN CCMP1751	420782
MMETSP1449.nt	ATTHEYA SEPTENTRIONALIS, STRAIN CCMP2084	420275
MMETSP1450.nt	MADAGASCARIA ERYTHROCLADIODES, STRAIN CCMP3234	753684
MMETSP1451.nt	VITRELLA BRASSICAFORMIS, STRAIN CCMP3346	1169540
MMETSP1452.nt	SYNCHROMA PUSILLUM, STRAIN CCMP3072	1181717
MMETSP1453.nt	UNIDENTIFIED SP., STRAIN RCC701	1461543
MMETSP1456.nt	UNIDENTIFIED SP., STRAIN RCC1871	1461544
MMETSP1459.nt	PYCNOCOCCUS PROVASOLII, STRAIN RCC931	41880
MMETSP1460.nt	BATHYCOCCUS PRASINOS, STRAIN RCC716	41875
MMETSP1462.nt	BRANDTODINIUM NUTRICULUM, STRAIN RCC3387	1333877
MMETSP1463.nt	PAVLOVA LUTHERI, STRAIN RCC1537	2832
MMETSP1464.nt	EXANTHEMACHRYSIS GAYRALIAE, STRAIN RCC1523	119497
MMETSP1465.nt	PHAEOCYSTIS CORDATA, STRAIN RCC1383	118079
MMETSP1466.nt	PAVLOVA GYRANS, STRAIN CCMP608	44452
MMETSP1467.nt	UNID. SP., STRAIN CCMP2135	1462469
MMETSP1468.nt	MANTONIELLA SP, STRAIN CCMP1436	1461545
MMETSP1469.nt	UNIDENTIFIED SP., STRAIN CCMP1205	44458
MMETSP1470.nt	UNIDENTIFIED SP, STRAIN CCMP2175	1461546
MMETSP1471.nt	PYCNOCOCCUS PROVASOLII, STRAIN RCC733	41880
MMETSP1472.nt	PYCNOCOCCUS PROVASOLII, STRAIN RCC251	41880
MMETSP1473.nt	STICHOCOCCUS SP, STRAIN RCC1054	1461547
MMETSP1474.nt	IMANTONIA SP., STRAIN RCC918	97495
MMETSP1475.nt	UNIDENTIFIED SP., STRAIN CCMP1999	0
